# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_nudm           12:T_dmeff               13:cdmeff2               14:(.)rho_lambda         15:(.)rho_ur             16:(.)rho_crit           17:(.)rho_tot            18:(.)p_tot              19:(.)p_tot_prime        20:gr.fac. D             21:gr.fac. f          
       5.499075523427e+10       2.499854647091e-19       8.429631634499e-06       6.523506899063e+15       1.429062973777e+04       2.598733128255e-07       7.858525220673e+14       4.866849718497e-06       2.516157421655e+31       4.113079554376e+23       2.133324663156e+24       1.498773036033e+11       1.722058802301e+03       3.815882481151e-08       1.739456550094e+31       4.255614226212e+31       4.255614226212e+31       1.418537990583e+31      -6.731198601336e+36       8.765099876808e-05       1.332310706843e-01 
       5.460849576387e+10       2.534975104678e-19       8.488637831761e-06       6.433127886738e+15       1.429062973771e+04       2.616924260144e-07       7.803897935089e+14       4.900917665912e-06       2.446920879240e+31       4.027900167946e+23       2.089144801458e+24       1.488354554157e+11       1.710088185010e+03       3.815882481151e-08       1.691592312279e+31       4.138513440713e+31       4.138513440713e+31       1.379504397173e+31      -6.500474391781e+36       8.773245884436e-05       1.331073654934e-01 
       5.422889350926e+10       2.570588969566e-19       8.548058758606e-06       6.344001017785e+15       1.429062973765e+04       2.635242729956e-07       7.749650382375e+14       4.935224088950e-06       2.379589503316e+31       3.944484795018e+23       2.045879877938e+24       1.478008494697e+11       1.698200779556e+03       3.815882481151e-08       1.645045144018e+31       4.024634891366e+31       4.024634891366e+31       1.341544882444e+31      -6.277658678779e+36       8.781391892101e-05       1.329838898155e-01 
       5.385192999922e+10       2.606703173634e-19       8.607894415036e-06       6.256108944560e+15       1.429062973759e+04       2.653689429057e-07       7.695779922876e+14       4.969770656941e-06       2.314110869841e+31       3.862796903943e+23       2.003510944780e+24       1.467734354221e+11       1.686396007507e+03       3.815882481151e-08       1.599778803800e+31       3.913889912621e+31       3.913889912621e+31       1.304629891214e+31      -6.062480384068e+36       8.789537899803e-05       1.328606430126e-01 
       5.347758689094e+10       2.643324746148e-19       8.668150258018e-06       6.169434559758e+15       1.429062973753e+04       2.672265255051e-07       7.642283935291e+14       5.004559050899e-06       2.250433997315e+31       3.782800719616e+23       1.962019446566e+24       1.457531632794e+11       1.674673294449e+03       3.815882481151e-08       1.555758047368e+31       3.806192278713e+31       3.806192278713e+31       1.268730681561e+31      -5.854677721091e+36       8.797683907543e-05       1.327376244490e-01 
       5.310584596910e+10       2.680460815126e-19       8.728828106541e-06       6.083960993084e+15       1.429062973747e+04       2.690971111827e-07       7.589159816537e+14       5.039590963605e-06       2.188509307085e+31       3.704461207815e+23       1.921387212151e+24       1.447399833959e+11       1.663032069963e+03       3.815882481151e-08       1.512948600269e+31       3.701458136537e+31       3.701458136537e+31       1.233819302451e+31      -5.653997876508e+36       8.805829915320e-05       1.326148334911e-01 
       5.273668914504e+10       2.718118608729e-19       8.789929779596e-06       5.999671607973e+15       1.429062973741e+04       2.709807909600e-07       7.536404981628e+14       5.074868099692e-06       2.128288584740e+31       3.627744059857e+23       1.881596446700e+24       1.437338464709e+11       1.651471767593e+03       3.815882481151e-08       1.471317131176e+31       3.599605940352e+31       3.599605940352e+31       1.199868571972e+31      -5.460196702620e+36       8.813975923135e-05       1.324922695081e-01 
       5.237009845580e+10       2.756305456667e-19       8.851458915160e-06       5.916549998347e+15       1.429062973734e+04       2.728776564957e-07       7.484016863545e+14       5.110392175722e-06       2.069724942576e+31       3.552615677568e+23       1.842629723903e+24       1.427347035464e+11       1.639991824823e+03       3.815882481151e-08       1.430831225929e+31       3.500556388294e+31       3.500556388294e+31       1.166852056168e+31      -5.273038420340e+36       8.822121930989e-05       1.323699318711e-01 
       5.200605606331e+10       2.795028791622e-19       8.913419151213e-06       5.834579985423e+15       1.429062973728e+04       2.747878000902e-07       7.431992913115e+14       5.146164920274e-06       2.012772783088e+31       3.479043158574e+23       1.804469978334e+24       1.417425060047e+11       1.628591683044e+03       3.815882481151e-08       1.391459362304e+31       3.404232360630e+31       3.404232360630e+31       1.134744048464e+31      -5.092295332342e+36       8.830267938882e-05       1.322478199539e-01 
       5.164454425349e+10       2.834296150702e-19       8.975812306744e-06       5.753745614566e+15       1.429062973722e+04       2.767113146899e-07       7.380330598884e+14       5.182188074029e-06       1.957387763466e+31       3.406994281888e+23       1.767100497983e+24       1.407572055660e+11       1.617270787535e+03       3.815882481151e-08       1.353170885467e+31       3.310558859714e+31       3.310558859714e+31       1.103519549645e+31      -4.917747546046e+36       8.838413946813e-05       1.321259331323e-01 
       5.128554543540e+10       2.874115176900e-19       9.038643838721e-06       5.674031152182e+15       1.429062973716e+04       2.786482938917e-07       7.329027406997e+14       5.218463389851e-06       1.903526761073e+31       3.336437493800e+23       1.730504916937e+24       1.397787542862e+11       1.606028587426e+03       3.815882481151e-08       1.315935984105e+31       3.219462951593e+31       3.219462951593e+31       1.073154248393e+31      -4.749182706093e+36       8.846559954784e-05       1.320042707846e-01 
       5.092904214037e+10       2.914493620589e-19       9.101913747145e-06       5.595421082656e+15       1.429062973709e+04       2.805988319479e-07       7.278080841072e+14       5.254992632873e-06       1.851147839867e+31       3.267341894060e+23       1.694667208210e+24       1.388071045546e+11       1.594864535680e+03       3.815882481151e-08       1.279725667216e+31       3.130873709223e+31       3.130873709223e+31       1.043624502361e+31      -4.586395735996e+36       8.854705962794e-05       1.318828322913e-01 
       5.057501702117e+10       2.955439341024e-19       9.165627488983e-06       5.517900105332e+15       1.429062973703e+04       2.825630237705e-07       7.227488422079e+14       5.291777580587e-06       1.800210217749e+31       3.199677222343e+23       1.659571676726e+24       1.378422090913e+11       1.583778089059e+03       3.815882481151e-08       1.244511741539e+31       3.044722157242e+31       3.044722157242e+31       1.014907319763e+31      -4.429188588640e+36       8.862851970844e-05       1.317616170351e-01 
       5.022345285117e+10       2.996960307876e-19       9.229786883225e-06       5.441453131534e+15       1.429062973697e+04       2.845409649358e-07       7.177247688223e+14       5.328820022925e-06       1.750674234815e+31       3.133413844994e+23       1.625202952442e+24       1.368840209449e+11       1.572768708106e+03       3.815882481151e-08       1.210266789598e+31       2.960941218268e+31       2.960941218268e+31       9.869803414712e+30      -4.277370005340e+36       8.870997978934e-05       1.316406244012e-01 
       4.987433252346e+10       3.039064602782e-19       9.294395567849e-06       5.366065281631e+15       1.429062973690e+04       2.865327516893e-07       7.127356194821e+14       5.366121762349e-06       1.702501322472e+31       3.068522742057e+23       1.591545983622e+24       1.359324934908e+11       1.561835857109e+03       3.815882481151e-08       1.176964148360e+31       2.879465660672e+31       2.879465660672e+31       9.598218236108e+30      -4.130755283154e+36       8.879143987065e-05       1.315198537769e-01 
       4.952763905006e+10       3.081760420918e-19       9.359457180835e-06       5.291721882138e+15       1.429062973684e+04       2.885384809501e-07       7.077811514184e+14       5.403684613938e-06       1.655653973411e+31       3.004975494559e+23       1.558586030242e+24       1.349875804280e+11       1.550979004083e+03       3.815882481151e-08       1.144577888471e+31       2.800232047790e+31       2.800232047790e+31       9.334106206272e+30      -3.989166050173e+36       8.887289995237e-05       1.313993045516e-01 
       4.918335556109e+10       3.125056072592e-19       9.424971722183e-06       5.218408462864e+15       1.429062973677e+04       2.905582503156e-07       7.028611235497e+14       5.441510405478e-06       1.610095712401e+31       2.942744272069e+23       1.526308657533e+24       1.340492357778e+11       1.540197620741e+03       3.815882481151e-08       1.113082794070e+31       2.723178688529e+31       2.723178688529e+31       9.077261688237e+30      -3.852430048514e+36       8.895436003450e-05       1.312789761172e-01 
       4.884146530391e+10       3.168959984867e-19       9.490946467849e-06       5.146110754093e+15       1.429062973670e+04       2.925921580667e-07       6.979752964706e+14       5.479600977549e-06       1.565791067896e+31       2.881801820506e+23       1.494699729664e+24       1.331174138809e+11       1.529491182467e+03       3.815882481151e-08       1.082454343155e+31       2.648245589339e+31       2.648245589339e+31       8.827484703503e+30      -3.720380924748e+36       8.903582011704e-05       1.311588678678e-01 
       4.850195164237e+10       3.213480703195e-19       9.557383236825e-06       5.074814683804e+15       1.429062973664e+04       2.946403031721e-07       6.931234324397e+14       5.517958183613e-06       1.522705544410e+31       2.822121450204e+23       1.463745403547e+24       1.321920693954e+11       1.518859168292e+03       3.815882481151e-08       1.052668688490e+31       2.575374407495e+31       2.575374407495e+31       8.584580776332e+30      -3.592858027517e+36       8.911728020001e-05       1.310389791995e-01 
       4.816479805593e+10       3.258626893084e-19       9.624285667087e-06       5.004506374938e+15       1.429062973657e+04       2.967027852931e-07       6.883052953683e+14       5.556583890108e-06       1.480805595660e+31       2.763677024224e+23       1.433432122776e+24       1.312731572946e+11       1.508301060869e+03       3.815882481151e-08       1.023702639040e+31       2.504508405680e+31       2.504508405680e+31       8.348360782333e+30      -3.469706212084e+36       8.919874028339e-05       1.309193095109e-01 
       4.782998813891e+10       3.304407341784e-19       9.691655577626e-06       4.935172142693e+15       1.429062973650e+04       2.987797047890e-07       6.835206508088e+14       5.595479976538e-06       1.440058598453e+31       2.706442946909e+23       1.403746611690e+24       1.303606328648e+11       1.497816346447e+03       3.815882481151e-08       9.955336419096e+30       2.435592407801e+31       2.435592407801e+31       8.118640801208e+30      -3.350775651581e+36       8.928020036720e-05       1.307998582025e-01 
       4.749750559966e+10       3.350830959997e-19       9.759496606421e-06       4.866798491860e+15       1.429062973644e+04       3.008711627214e-07       6.787692659434e+14       5.634648335562e-06       1.400432827277e+31       2.650394152671e+23       1.374675869559e+24       1.294544517031e+11       1.487404514845e+03       3.815882481151e-08       9.681397647890e+30       2.368572756037e+31       2.368572756037e+31       7.895241973553e+30      -3.235921654734e+36       8.936166045144e-05       1.306806246772e-01 
       4.716733425980e+10       3.397906783611e-19       9.827814210439e-06       4.799372114199e+15       1.429062973637e+04       3.029772608592e-07       6.740509095726e+14       5.674090873087e-06       1.361897429606e+31       2.595506095014e+23       1.346207164890e+24       1.285545697154e+11       1.477065059432e+03       3.815882481151e-08       9.414996788736e+30       2.303397269055e+31       2.303397269055e+31       7.677990361597e+30      -3.125004489827e+36       8.944312053611e-05       1.305616083400e-01 
       4.683945805338e+10       3.445643975459e-19       9.896608389681e-06       4.732879885846e+15       1.429062973630e+04       3.050981016840e-07       6.693653521040e+14       5.713809508363e-06       1.324422401875e+31       2.541754735788e+23       1.318328029853e+24       1.276609431138e+11       1.466797477095e+03       3.815882481151e-08       9.155926422589e+30       2.240015201384e+31       2.240015201384e+31       7.466716813779e+30      -3.017889214706e+36       8.952458062122e-05       1.304428085981e-01 
       4.651386102615e+10       3.494051827104e-19       9.965884601115e-06       4.667308864759e+15       1.429062973623e+04       3.072337883946e-07       6.647123655414e+14       5.753806174075e-06       1.287978566121e+31       2.489116534656e+23       1.291026254817e+24       1.267735284152e+11       1.456601268221e+03       3.815882481151e-08       8.903984837908e+30       2.178377203906e+31       2.178377203906e+31       7.261256833041e+30      -2.914445512607e+36       8.960604070676e-05       1.303242248607e-01 
       4.619052733476e+10       3.543139760644e-19       1.003564648272e-05       4.602646288203e+15       1.429062973616e+04       3.093844249121e-07       6.600917234733e+14       5.794082816435e-06       1.252537547266e+31       2.437568438789e+23       1.264289883006e+24       1.258922824383e+11       1.446475936667e+03       3.815882481151e-08       8.658975873605e+30       2.118435285431e+31       2.118435285431e+31       7.061450448754e+30      -2.814547533613e+36       8.968750079275e-05       1.302058565394e-01 
       4.586944124599e+10       3.592917330551e-19       1.010589585348e-05       4.538879570259e+15       1.429062973609e+04       3.115501158852e-07       6.555032010621e+14       5.834641395279e-06       1.218071751019e+31       2.387087872766e+23       1.238107205263e+24       1.250171623025e+11       1.436420989741e+03       3.815882481151e-08       8.420708766310e+30       2.060142775332e+31       2.060142775332e+31       6.867142092167e+30      -2.718073741546e+36       8.976896087918e-05       1.300877030478e-01 
       4.555058713599e+10       3.643394225525e-19       1.017663635139e-05       4.475996299380e+15       1.429062973602e+04       3.137309666951e-07       6.509465750330e+14       5.875483884163e-06       1.184554342398e+31       2.337652728691e+23       1.212466754917e+24       1.241481254247e+11       1.426435938177e+03       3.815882481151e-08       8.188998001850e+30       2.003454287207e+31       2.003454287207e+31       6.678180475278e+30      -2.624906766101e+36       8.985042096606e-05       1.299697638015e-01 
       4.523394948952e+10       3.694580270383e-19       1.024787343340e-05       4.413984235972e+15       1.429062973595e+04       3.159270834607e-07       6.464216236635e+14       5.916612270456e-06       1.151959224833e+31       2.289241356509e+23       1.187357302769e+24       1.232851295183e+11       1.416520296107e+03       3.815882481151e-08       7.963663170800e+30       1.948325683541e+31       1.948325683541e+31       6.494418473043e+30      -2.534933260057e+36       8.993188105340e-05       1.298520382185e-01 
       4.491951289918e+10       3.746485427973e-19       1.031960891851e-05       4.352831310013e+15       1.429062973588e+04       3.181385730436e-07       6.419281267723e+14       5.958028555442e-06       1.120261019845e+31       2.241832554524e+23       1.162767852166e+24       1.224281325904e+11       1.406673581042e+03       3.815882481151e-08       7.744528828023e+30       1.894714041343e+31       1.894714041343e+31       6.315713008826e+30      -2.448043761380e+36       9.001334114119e-05       1.297345257187e-01 
       4.460726206468e+10       3.799119801109e-19       1.039184462570e-05       4.292525618703e+15       1.429062973580e+04       3.203655430536e-07       6.374658657085e+14       5.999734754409e-06       1.089435047293e+31       2.195405560114e+23       1.138687634193e+24       1.215770929401e+11       1.396895313848e+03       3.815882481151e-08       7.531424356068e+30       1.842577618722e+31       1.842577618722e+31       6.141924942998e+30      -2.364132560044e+36       9.009480122944e-05       1.296172257242e-01 
       4.429718179208e+10       3.852493634539e-19       1.046458783094e-05       4.233055424149e+15       1.429062973573e+04       3.226081018536e-07       6.330346233413e+14       6.041732896756e-06       1.059457306149e+31       2.149940040639e+23       1.115106102950e+24       1.207319691562e+11       1.387185018719e+03       3.815882481151e-08       7.324183832323e+30       1.791875822392e+31       1.791875822392e+31       5.972918964606e+30      -2.283097569433e+36       9.017626131816e-05       1.295001376591e-01 
       4.398925699309e+10       3.906617316941e-19       1.053784035321e-05       4.174409151078e+15       1.429062973566e+04       3.248663585652e-07       6.286341840492e+14       6.084025026086e-06       1.030304455821e+31       2.105416084536e+23       1.092012930936e+24       1.198927201156e+11       1.377542223160e+03       3.815882481151e-08       7.122645899835e+30       1.742569176060e+31       1.742569176060e+31       5.808563486016e+30      -2.204840202134e+36       9.025772140734e-05       1.293832609497e-01 
       4.368347268425e+10       3.961501382943e-19       1.061160583049e-05       4.116575384584e+15       1.429062973558e+04       3.271404230738e-07       6.242643337094e+14       6.126613200309e-06       1.001953797971e+31       2.061814192597e+23       1.069398004527e+24       1.190593049810e+11       1.367966457957e+03       3.815882481151e-08       6.926653641672e+30       1.694619289696e+31       1.694619289696e+31       5.648730540462e+30      -2.129265250001e+36       9.033918149699e-05       1.292665950242e-01 
       4.337981398630e+10       4.017156515174e-19       1.068588608177e-05       4.059542867910e+15       1.429062973551e+04       3.294304060339e-07       6.199248596878e+14       6.169499491737e-06       9.743832588484e+30       2.019115269432e+23       1.047251419548e+24       1.182316831988e+11       1.358457257159e+03       3.815882481151e-08       6.736054458751e+30       1.647988829640e+31       1.647988829640e+31       5.493295682412e+30      -2.056280768321e+36       9.042064158712e-05       1.291501393129e-01 
       4.307826612339e+10       4.073593546342e-19       1.076068838302e-05       4.003300500251e+15       1.429062973544e+04       3.317364188747e-07       6.156155508282e+14       6.212685987192e-06       9.475713720996e+30       1.977300615105e+23       1.025563476930e+24       1.174098144975e+11       1.349014158055e+03       3.815882481151e-08       6.550699951023e+30       1.602641489531e+31       1.602641489531e+31       5.342137890673e+30      -1.985797963956e+36       9.050210167773e-05       1.290338932484e-01 
       4.277881442238e+10       4.130823461347e-19       1.083601273422e-05       3.947837334600e+15       1.429062973536e+04       3.340585738054e-07       6.113361974422e+14       6.256174788101e-06       9.214972620567e+30       1.936351916943e+23       1.004324678468e+24       1.165936588855e+11       1.339636701149e+03       3.815882481151e-08       6.370445801932e+30       1.558541962046e+31       1.558541962046e+31       5.195139474166e+30      -1.917731087317e+36       9.058356176882e-05       1.289178562651e-01 
       4.248144431215e+10       4.188857399412e-19       1.091186459234e-05       3.893142575610e+15       1.429062973528e+04       3.363969838205e-07       6.070865912993e+14       6.299968010603e-06       8.961406274827e+30       1.896251241519e+23       9.835257226593e+23       1.157831766492e+11       1.330324430141e+03       3.815882481151e-08       6.195151666047e+30       1.515655911402e+31       1.515655911402e+31       5.052185980291e+30      -1.851997328036e+36       9.066502186040e-05       1.288020277993e-01 
       4.218614132284e+10       4.247706656257e-19       1.098824759538e-05       3.839205577499e+15       1.429062973521e+04       3.387517627058e-07       6.028665256162e+14       6.344067785647e-06       8.714817257652e+30       1.856981026796e+23       9.631575006277e+23       1.149783283510e+11       1.321076891900e+03       3.815882481151e-08       6.024681059790e+30       1.473949946630e+31       1.473949946630e+31       4.913166105814e+30      -1.788516714228e+36       9.074648195247e-05       1.286864072897e-01 
       4.189289108520e+10       4.307382686296e-19       1.106516538130e-05       3.786015841975e+15       1.429062973513e+04       3.411230250432e-07       5.986757950471e+14       6.388476259103e-06       8.475013575448e+30       1.818524074435e+23       9.432110921381e+23       1.141790748274e+11       1.311893636447e+03       3.815882481151e-08       5.858901255173e+30       1.433391595568e+31       1.433391595568e+31       4.777971610207e+30      -1.727212015187e+36       9.082794204503e-05       1.285709941768e-01 
       4.160167932985e+10       4.367897104864e-19       1.114262158808e-05       3.733563016193e+15       1.429062973505e+04       3.435108862170e-07       5.945141956735e+14       6.433195591858e-06       8.241808517667e+30       1.780863542265e+23       9.236777616875e+23       1.133853771873e+11       1.302774216931e+03       3.815882481151e-08       5.697683176455e+30       1.393949279589e+31       1.393949279589e+31       4.646497231374e+30      -1.668008647434e+36       9.090940213809e-05       1.284557879030e-01 
       4.131249188659e+10       4.429261690482e-19       1.122061985370e-05       3.681836890741e+15       1.429062973498e+04       3.459154624189e-07       5.903815249947e+14       6.478227959927e-06       8.015020511432e+30       1.743982936907e+23       9.045489546800e+23       1.125971968098e+11       1.293718189606e+03       3.815882481151e-08       5.540901299641e+30       1.355592289002e+31       1.355592289002e+31       4.518640603691e+30      -1.610834583974e+36       9.099086223165e-05       1.283407879130e-01 
       4.102531468376e+10       4.491488387146e-19       1.129916381615e-05       3.630827397650e+15       1.429062973490e+04       3.483368706543e-07       5.862775819175e+14       6.523575554558e-06       7.794472980169e+30       1.707866106548e+23       8.858162936799e+23       1.118144953426e+11       1.284725113812e+03       3.815882481151e-08       5.388433554753e+30       1.318290759152e+31       1.318290759152e+31       4.394302178307e+30      -1.555620266672e+36       9.107232232572e-05       1.282259936531e-01 
       4.074013374748e+10       4.554589306654e-19       1.137825893238e-05       3.580524608437e+15       1.429062973482e+04       3.507752287473e-07       5.822021667465e+14       6.569240582336e-06       7.579994206119e+30       1.672497233872e+23       8.674715747435e+23       1.110372346999e+11       1.275794551950e+03       3.815882481151e-08       5.240161230785e+30       1.282015647163e+31       1.282015647163e+31       4.273385145635e+30      -1.502298521624e+36       9.115378242030e-05       1.281114045720e-01 
       4.045693520103e+10       4.618576730962e-19       1.145790702139e-05       3.530918732173e+15       1.429062973474e+04       3.532306553469e-07       5.781550811744e+14       6.615225265293e-06       7.371417196644e+30       1.637860829128e+23       8.495067638255e+23       1.102653770607e+11       1.266926069466e+03       3.815882481151e-08       5.095968883276e+30       1.246738709321e+31       1.246738709321e+31       4.155795359973e+30      -1.450804477436e+36       9.123524251539e-05       1.279970201201e-01 
       4.017570526413e+10       4.683463114577e-19       1.153811172117e-05       3.482000113575e+15       1.429062973466e+04       3.557032699327e-07       5.741361282727e+14       6.661531841015e-06       7.168579554205e+30       1.603941723347e+23       8.319139932610e+23       1.094988848668e+11       1.258119234825e+03       3.815882481151e-08       4.955744244424e+30       1.212432479094e+31       1.212432479094e+31       4.041441266210e+30      -1.401075486300e+36       9.131670261100e-05       1.278828397497e-01 
       3.989643025232e+10       4.749261086976e-19       1.161887848866e-05       3.433759231128e+15       1.429062973458e+04       3.581931928205e-07       5.701451124815e+14       6.708162562751e-06       6.971323349920e+30       1.570725061704e+23       8.146855583195e+23       1.087377208213e+11       1.249373619491e+03       3.815882481151e-08       4.819378135676e+30       1.179070245735e+31       1.179070245735e+31       3.930233828532e+30      -1.353051047778e+36       9.139816270713e-05       1.277688629153e-01 
       3.961909657624e+10       4.815983455070e-19       1.170021096186e-05       3.386186695230e+15       1.429062973450e+04       3.607005451686e-07       5.661818396005e+14       6.755119699523e-06       6.779495000601e+30       1.538196297005e+23       7.978139138311e+23       1.079818478862e+11       1.240688797908e+03       3.815882481151e-08       4.686764382718e+30       1.146626033495e+31       1.146626033495e+31       3.822086461106e+30      -1.306672735193e+36       9.147962280379e-05       1.276550890732e-01 
       3.934369074100e+10       4.883643205695e-19       1.178211277875e-05       3.339273246369e+15       1.429062973441e+04       3.632254489830e-07       5.622461167792e+14       6.802405536236e-06       6.592945149172e+30       1.506341183321e+23       7.812916708815e+23       1.072312292815e+11       1.232064347477e+03       3.815882481151e-08       4.557799732814e+30       1.115074581391e+31       1.115074581391e+31       3.716914960662e+30      -1.261884124553e+36       9.156108290098e-05       1.275415176816e-01 
       3.907019934554e+10       4.952253508136e-19       1.186458757729e-05       3.293009753314e+15       1.429062973433e+04       3.657680271242e-07       5.583377525078e+14       6.850022373789e-06       6.411528548386e+30       1.475145769749e+23       7.651115935765e+23       1.064858284823e+11       1.223499848540e+03       3.815882481151e-08       4.432383774410e+30       1.084391323542e+31       1.084391323542e+31       3.614637440932e+30      -1.218630725900e+36       9.164254299871e-05       1.274281482007e-01 
       3.879860908192e+10       5.021827716696e-19       1.194763899548e-05       3.247387211345e+15       1.429062973425e+04       3.683284033123e-07       5.544565566078e+14       6.897972529189e-06       6.235103947730e+30       1.444596394298e+23       7.492665958728e+23       1.057456092179e+11       1.214994884351e+03       3.815882481151e-08       4.310418858953e+30       1.054552370041e+31       1.054552370041e+31       3.515174268894e+30      -1.176859917020e+36       9.172400309697e-05       1.273149800926e-01 
       3.852890673473e+10       5.092379373291e-19       1.203127249028e-05       3.202396740495e+15       1.429062973416e+04       3.709067021337e-07       5.506023402224e+14       6.946258335659e-06       6.063533983449e+30       1.414679677909e+23       7.337497384748e+23       1.050105354698e+11       1.206549041066e+03       3.815882481151e-08       4.191810024864e+30       1.025534488353e+31       1.025534488353e+31       3.418448002771e+30      -1.136520879423e+36       9.180546319578e-05       1.272020128214e-01 
       3.826107918042e+10       5.163922210089e-19       1.211549169966e-05       3.158029583821e+15       1.429062973408e+04       3.735030490468e-07       5.467749158079e+14       6.994882142757e-06       5.896685071598e+30       1.385382518598e+23       7.185542257955e+23       1.042805714697e+11       1.198161907714e+03       3.815882481151e-08       4.076464923600e+30       9.973150852291e+30       9.973150852291e+30       3.324383331733e+30      -1.097564536515e+36       9.188692329513e-05       1.270892458529e-01 
       3.799511338666e+10       5.236470152179e-19       1.220030026161e-05       3.114277105707e+15       1.429062973400e+04       3.761175703883e-07       5.429740971242e+14       7.043846316487e-06       5.734427304031e+30       1.356692085712e+23       7.036734029805e+23       1.035556816980e+11       1.189833076183e+03       3.815882481151e-08       3.964293747755e+30       9.698721891128e+30       9.698721891128e+30       3.232907017262e+30      -1.059943493892e+36       9.196838339504e-05       1.269766786548e-01 
       3.773099641173e+10       5.310037320286e-19       1.228570181411e-05       3.071130790172e+15       1.429062973391e+04       3.787503933792e-07       5.391996992258e+14       7.093153239415e-06       5.576634347254e+30       1.328595814314e+23       6.891007529931e+23       1.028358308820e+11       1.181562141196e+03       3.815882481151e-08       3.855209161130e+30       9.431844330344e+30       9.431844330344e+30       3.143947836128e+30      -1.023611981683e+36       9.204984349551e-05       1.268643106970e-01 
       3.746871540386e+10       5.384638033515e-19       1.237170181412e-05       3.028582239224e+15       1.429062973382e+04       3.814016461309e-07       5.354515384529e+14       7.142805310786e-06       5.423183344064e+30       1.301081399680e+23       6.748298937609e+23       1.021209839942e+11       1.173348700296e+03       3.815882481151e-08       3.749126230738e+30       9.172310379741e+30       9.172310379741e+30       3.057436524934e+30      -9.885257988609e+35       9.213130359653e-05       1.267521414510e-01 
       3.720825760061e+10       5.460286812142e-19       1.245830389962e-05       2.986623171215e+15       1.429062973374e+04       3.840714576519e-07       5.317294324221e+14       7.192804946638e-06       5.273954817895e+30       1.274136791908e+23       6.608545753801e+23       1.014111062506e+11       1.165192353822e+03       3.815882481151e-08       3.645962360675e+30       8.919917966838e+30       8.919917966838e+30       2.973305726190e+30      -9.546422594711e+35       9.221276369812e-05       1.266401703902e-01 
       3.694961032826e+10       5.536998380436e-19       1.254551170859e-05       2.945245419237e+15       1.429062973365e+04       3.867599578535e-07       5.280332000181e+14       7.243154579922e-06       5.128832579787e+30       1.247750190644e+23       6.471686773786e+23       1.007061631090e+11       1.157092704889e+03       3.815882481151e-08       3.545637227808e+30       8.674470579539e+30       8.674470579539e+30       2.891489935865e+30      -9.219201406986e+35       9.229422380028e-05       1.265283969898e-01 
       3.669276100121e+10       5.614787669529e-19       1.263333069801e-05       2.904440929529e+15       1.429062973356e+04       3.894672775565e-07       5.243626613846e+14       7.293856660621e-06       4.987703637929e+30       1.221910039911e+23       6.337662060356e+23       1.000061202673e+11       1.149049359376e+03       3.815882481151e-08       3.448072719240e+30       8.435777113126e+30       8.435777113126e+30       2.811925452390e+30      -8.903196327161e+35       9.237568390301e-05       1.264168207271e-01 
       3.643769712131e+10       5.693669820320e-19       1.272176450584e-05       2.864201759909e+15       1.429062973347e+04       3.921935484974e-07       5.207176379154e+14       7.344913655865e-06       4.850458109677e+30       1.196605023049e+23       6.206412917568e+23       9.931094366188e+10       1.141061925896e+03       3.815882481151e-08       3.353192871488e+30       8.203651721467e+30       8.203651721467e+30       2.734550327055e+30      -8.598022902512e+35       9.245714400633e-05       1.263054410810e-01 
       3.618440627732e+10       5.773660186423e-19       1.281081677007e-05       2.824520078228e+15       1.429062973338e+04       3.949389033349e-07       5.170979522459e+14       7.396328050057e-06       4.716989136007e+30       1.171824057760e+23       6.077881865034e+23       9.862059946578e+10       1.133130015788e+03       3.815882481151e-08       3.260923811338e+30       7.977913672316e+30       7.977913672316e+30       2.659304315782e+30      -8.303309858142e+35       9.253860411022e-05       1.261942575323e-01 
       3.593287614427e+10       5.854774337153e-19       1.290049112868e-05       2.785388160849e+15       1.429062973330e+04       3.977034756562e-07       5.135034282443e+14       7.448102344988e-06       4.587192798308e+30       1.147556291253e+23       5.952012612752e+23       9.793505408733e+10       1.125253243088e+03       3.815882481151e-08       3.171193698331e+30       7.758387206597e+30       7.758387206597e+30       2.586128832213e+30      -8.018698645280e+35       9.262006421471e-05       1.260832695636e-01 
       3.568309448284e+10       5.937028060561e-19       1.299079485761e-05       2.746798391138e+15       1.429062973320e+04       4.004873999837e-07       5.099338910035e+14       7.500239059964e-06       4.460968037477e+30       1.123791095492e+23       5.828750036450e+23       9.725427416832e+10       1.117431224518e+03       3.815882481151e-08       3.083932668825e+30       7.544901401556e+30       7.544901401556e+30       2.514966902101e+30      -7.743843005077e+35       9.270152431978e-05       1.259724766595e-01 
       3.543504913882e+10       6.020437366503e-19       1.308173159487e-05       2.708743257986e+15       1.429062973311e+04       4.032908117815e-07       5.063891668319e+14       7.552740731925e-06       4.338216575228e+30       1.100518062542e+23       5.708040153448e+23       9.657822658240e+10       1.109663579464e+03       3.815882481151e-08       2.999072781600e+30       7.337290037684e+30       7.337290037684e+30       2.445763118943e+30      -7.478408547341e+35       9.278298442546e-05       1.258618783062e-01 
