# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_nudm           12:T_dmeff               13:cdmeff2               14:(.)rho_lambda         15:(.)rho_ur             16:(.)rho_crit           17:(.)rho_tot            18:(.)p_tot              19:(.)p_tot_prime        20:gr.fac. D             21:gr.fac. f          
       1.420205346828e+02       9.771162404489e-03       1.099061645697e+03       2.161330160487e-01       1.319156810050e+04       9.223548303574e+01       1.886665123038e+06       4.149911297893e+02       1.151258000252e-03       7.235911538171e-03       3.753039137882e-02       1.596077260892e-03       2.292323880865e-11       3.815882481151e-08       7.958815502370e-04       4.671348062630e-02       4.671348062630e-02       6.490083580050e-04      -3.923363356162e-06       9.334126032065e-03       9.718267998854e-01 
       1.410246945338e+02       9.877166311232e-03       1.103693717932e+03       2.138485378312e-01       1.318693602826e+04       9.284959965275e+01       1.872870561250e+06       4.161083053266e+02       1.119526884853e-03       7.085812374625e-03       3.675187434972e-02       1.573927940785e-03       2.260512506583e-11       3.815882481151e-08       7.739453645086e-04       4.573119713253e-02       4.573119713253e-02       6.311192576290e-04      -3.801369644710e-06       9.397730596131e-03       9.720173925057e-01 
       1.400357878599e+02       9.984302625259e-03       1.108342675890e+03       2.115884099973e-01       1.318228707031e+04       9.346767420057e+01       1.859174242755e+06       4.172263224570e+02       1.088670331640e-03       6.938826744032e-03       3.598950623423e-02       1.552085983937e-03       2.229142574574e-11       3.815882481151e-08       7.526137764539e-04       4.476965524518e-02       4.476965524518e-02       6.137232105398e-04      -3.683172738842e-06       9.461781164325e-03       9.722067331255e-01 
       1.390537663936e+02       1.009258333936e-02       1.113008576612e+03       2.093523695698e-01       1.317762116958e+04       9.408973074350e+01       1.845575476908e+06       4.183451768141e+02       1.058664236726e-03       6.794890063741e-03       3.524295206250e-02       1.530547125320e-03       2.198207959310e-11       3.815882481151e-08       7.318701227020e-04       4.382841464449e-02       4.382841464449e-02       5.968066276513e-04      -3.568654339878e-06       9.526280864175e-03       9.723948294508e-01 
       1.380785822033e+02       1.020202057287e-02       1.117691477344e+03       2.071401564683e-01       1.317293826885e+04       9.471579347566e+01       1.832073577883e+06       4.194648640455e+02       1.029485160538e-03       6.653939090659e-03       3.451188381255e-02       1.509307159086e-03       2.167702620253e-11       3.815882481151e-08       7.116981991311e-04       4.290704442170e-02       4.290704442170e-02       5.803562943982e-04      -3.457699839886e-06       9.591232845135e-03       9.725816891469e-01 
       1.371101876909e+02       1.031262657303e-02       1.122391435537e+03       2.049515134762e-01       1.316823831066e+04       9.534588672145e+01       1.818667864644e+06       4.205853798129e+02       1.001110309504e-03       6.515911893467e-03       3.379598026616e-02       1.488361937743e-03       2.137620600680e-11       3.815882481151e-08       6.920822482119e-04       4.200512287617e-02       4.200512287617e-02       5.643593604139e-04      -3.350198206349e-06       9.656640278745e-03       9.727673198385e-01 
       1.361485355899e+02       1.042441371632e-02       1.127108508846e+03       2.027861862085e-01       1.316352123735e+04       9.598003493609e+01       1.805357660909e+06       4.217067197921e+02       9.735175182567e-04       6.380747825417e-03       3.309492686777e-02       1.467707371346e-03       2.107956026520e-11       3.815882481151e-08       6.730069466993e-04       4.112223731697e-02       4.112223731697e-02       5.488033294939e-04      -3.246041870456e-06       9.722506358784e-03       9.729517291099e-01 
       1.351935789623e+02       1.053739450983e-02       1.131842755133e+03       2.006439230796e-01       1.315878699106e+04       9.661826270610e+01       1.792142295115e+06       4.228288796731e+02       9.466852323138e-04       6.248387497684e-03       3.240841558628e-02       1.447339426699e-03       2.078703105205e-11       3.815882481151e-08       6.544573936644e-04       4.025798386877e-02       4.025798386877e-02       5.336760498346e-04      -3.145126618881e-06       9.788834301422e-03       9.731349245053e-01 
       1.342452711971e+02       1.065158159262e-02       1.136594232467e+03       1.985244752717e-01       1.315403551373e+04       9.726059474979e+01       1.779021100391e+06       4.239518551601e+02       9.205924912466e-04       6.118772753277e-03       3.173614477971e-02       1.427254126570e-03       2.049856124538e-11       3.815882481151e-08       6.364190988547e-04       3.941196728191e-02       3.941196728191e-02       5.189657045423e-04      -3.047351488948e-06       9.855627345384e-03       9.733169135284e-01 
       1.333035660077e+02       1.076698773712e-02       1.141362999125e+03       1.964275967035e-01       1.314926674707e+04       9.790705591779e+01       1.765993414518e+06       4.250756419718e+02       8.952189123060e-04       5.991846641491e-03       3.107781906271e-02       1.407447548909e-03       2.021409451585e-11       3.815882481151e-08       6.188779713769e-04       3.858380074671e-02       3.858380074671e-02       5.046608024028e-04      -2.952618667088e-06       9.922888752103e-03       9.734977036430e-01 
       1.323684174294e+02       1.088362585055e-02       1.146149113590e+03       1.943530439990e-01       1.314448063261e+04       9.855767119349e+01       1.753058579902e+06       4.262002358411e+02       8.705446745026e-04       5.867553392887e-03       3.043314917678e-02       1.387915826087e-03       1.993357531566e-11       3.815882481151e-08       6.018203086900e-04       3.777310571169e-02       3.777310571169e-02       4.907501689061e-04      -2.860833390459e-06       9.990621805881e-03       9.736773022732e-01 
       1.314397798178e+02       1.100150897632e-02       1.150952634558e+03       1.923005764574e-01       1.313967711164e+04       9.921246569359e+01       1.740215943542e+06       4.273256325152e+02       8.465505031246e-04       5.745838394791e-03       2.980185186322e-02       1.368655144138e-03       1.965694886778e-11       3.815882481151e-08       5.852327859029e-04       3.697951170586e-02       3.697951170586e-02       4.772229375177e-04      -2.771903851657e-06       1.005882981405e-02       9.738557168029e-01 
       1.305176078458e+02       1.112065029548e-02       1.155773620932e+03       1.902699560225e-01       1.313485612526e+04       9.987146466856e+01       1.727464856993e+06       4.284518277560e+02       8.232176546823e-04       5.626648167300e-03       2.918364973863e-02       1.349661742020e-03       1.938416115523e-11       3.815882481151e-08       5.691024453662e-04       3.620265616480e-02       3.620265616480e-02       4.640685411914e-04      -2.685741106404e-06       1.012751610713e-02       9.740329545764e-01 
       1.296018565020e+02       1.124106312816e-02       1.160612131825e+03       1.882609472529e-01       1.313001761437e+04       1.005346935031e+02       1.714804676341e+06       4.295788173396e+02       8.005279022681e-04       5.509930339793e-03       2.857827117311e-02       1.330931910873e-03       1.911515891052e-11       3.815882481151e-08       5.534166865511e-04       3.544218426054e-02       3.544218426054e-02       4.512767041149e-04      -2.602258984121e-06       1.019668403899e-02       9.742090228987e-01 
       1.286924810883e+02       1.136276093504e-02       1.165468226564e+03       1.862733172925e-01       1.312516151963e+04       1.012021777168e+02       1.702234762166e+06       4.307065970569e+02       7.784635213194e-04       5.395633627915e-03       2.798545017088e-02       1.312461993300e-03       1.884988960527e-11       3.815882481151e-08       5.381632562074e-04       3.469774873515e-02       3.469774873515e-02       4.388374336841e-04      -2.521374001309e-06       1.026633698703e-02       9.743839290350e-01 
       1.277894372176e+02       1.148575731884e-02       1.170341964686e+03       1.843068358415e-01       1.312028778151e+04       1.018739429643e+02       1.689754479513e+06       4.318351627133e+02       7.570072757738e-04       5.283707811055e-03       2.740492625347e-02       1.294248382651e-03       1.858830143995e-11       3.815882481151e-08       5.233302387922e-04       3.396900973792e-02       3.396900973792e-02       4.267410126972e-04      -2.443005277627e-06       1.033647835232e-02       9.745576802113e-01 
       1.268926808117e+02       1.161006602581e-02       1.175233405942e+03       1.823612751275e-01       1.311539634025e+04       1.025500150362e+02       1.677363197863e+06       4.329645101286e+02       7.361424046068e-04       5.174103710277e-03       2.683644434525e-02       1.276287522322e-03       1.833034333379e-11       3.815882481151e-08       5.089060471634e-04       3.325563466612e-02       3.325563466612e-02       4.149779917652e-04      -2.367074454606e-06       1.040711155977e-02       9.747302836146e-01 
